0.77991,0.77991,-728.07,178.94,1
0.77893,5.4555,-681.03,179.27,1
0.77997,6.2355,-673.2,179.32,1
0.55079,6.7863,-665.38,179.36,1
0.55152,8.2087,-653.65,179.44,1
0.77893,8.9876,-650.61,179.48,1
0.38947,9.3771,-642.82,179.52,1
0.77991,10.157,-638.92,179.57,1
0.38947,10.547,-631.13,179.61,1
0.779,11.325,-627.23,179.65,1
0.39044,11.716,-619.45,179.69,1
0.77893,12.495,-615.56,179.73,1
0.77991,13.274,-607.78,179.77,1
0.38947,13.664,-600.01,179.82,1
0.77893,14.443,-596.13,179.86,1
0.38947,14.832,-588.37,179.9,1
0.77991,15.613,-584.49,179.94,1
0.38953,16.002,-576.74,179.98,1
0.77893,16.781,-572.87,180.03,1
0.55152,19.28,-545.81,180.19,1
0.77893,20.06,-543.03,180.23,1
0.38947,20.449,-535.34,180.28,1
0.77997,21.229,-531.49,180.32,1
0.38947,21.618,-523.82,180.36,1
0.77893,22.398,-519.98,180.4,1
0.39044,22.788,-512.31,180.44,1
0.77893,23.567,-508.49,180.48,1
0.38947,23.957,-500.84,180.53,1
0.87177,30.284,-443.87,180.94,1
0.38947,30.674,-437.71,180.98,1
0.779,31.452,-433.96,181.03,1
0.87177,37.39,-378.34,181.44,1
0.38947,37.779,-372.68,181.48,1
0.77893,38.559,-369.05,181.53,1
0.39044,38.949,-361.81,181.57,1
0.77893,39.728,-358.21,181.61,1
0.38947,40.118,-351.02,181.65,1
0.77991,43.235,-326.17,181.86,1
0.38947,43.625,-319.17,181.9,1
0.55079,44.955,-308.75,181.98,1
0.38947,45.345,-307.37,182.03,1
0.77893,46.123,-303.96,182.07,1
0.3905,46.514,-297.19,182.11,1
0.77893,47.294,-293.82,182.15,1
0.77991,48.073,-287.14,182.19,1
0.38947,48.463,-280.54,182.24,1
0.38947,48.852,-277.26,182.28,1
0.77893,49.631,-274,182.32,1
0.39044,50.021,-267.54,182.36,1
0.779,50.801,-264.35,182.4,1
0.38947,51.189,-258.02,182.44,1
0.77991,51.97,-254.9,182.49,1
0.55079,52.52,-248.72,182.53,1
0.77893,53.299,-248.29,182.57,1
0.39044,53.69,-242.34,182.61,1
0.77893,54.468,-239.41,182.65,1
0.38947,54.858,-233.64,182.69,1
0.77991,55.639,-230.81,182.74,1
0.38947,56.027,-225.25,182.78,1
0.779,56.807,-222.52,182.82,1
0.39044,57.197,-217.19,182.86,1
0.77893,57.976,-214.59,182.9,1
0.38947,58.365,-209.51,182.94,1
0.77991,59.146,-207.04,182.99,1
0.38947,59.535,-202.26,183.03,1
0.77893,60.314,-199.94,183.07,1
0.38953,60.703,-195.47,183.11,1
0.39044,61.094,-193.32,183.15,1
0.87088,61.965,-191.23,183.19,1
0.38947,62.354,-190.74,183.24,1
0.77991,63.134,-188.88,183.28,1
0.38947,63.524,-185.35,183.32,1
0.77893,64.302,-183.69,183.36,1
0.39044,64.693,-180.6,183.4,1
0.77893,65.472,-179.16,183.44,1
0.38947,65.861,-176.53,183.49,1
0.77997,66.641,-175.34,183.53,1
0.38947,67.031,-173.2,183.57,1
0.77893,67.809,-172.26,183.61,1
0.39044,68.2,-170.65,183.65,1
0.77893,68.979,-169.98,183.69,1
0.55079,69.53,-168.92,183.74,1
0.779,70.309,-172.52,183.78,1
0.38856,70.698,-171.98,183.82,1
0.77712,71.474,-171.72,183.86,1
0.38862,71.863,-171.22,183.9,1
0.38953,72.253,-170.97,183.94,1
0.77712,73.03,-170.72,183.99,1
0.38856,73.419,-170.22,184.03,1
0.77808,74.196,-169.97,184.07,1
0.38856,74.585,-169.46,184.11,1
0.77712,75.362,-169.21,184.15,1
0.38862,75.751,-168.71,184.2,1
0.77835,76.529,-168.46,184.24,1
0.39309,76.922,-167.96,184.28,1
0.77116,77.693,-167.7,184.32,1
0.54465,78.238,-167.2,184.36,1
0.78106,79.019,-170.94,184.4,1
0.3905,79.41,-170.44,184.45,1
0.78101,80.19,-170.19,184.49,1
0.38079,80.571,-169.68,184.53,1
0.3905,80.962,-169.43,184.57,1
0.78106,81.743,-169.18,184.61,1
0.3905,82.134,-168.67,184.65,1
0.77162,82.905,-168.42,184.7,1
0.39017,83.295,-167.92,184.74,1
0.78088,84.076,-167.66,184.78,1
0.39077,84.467,-167.16,184.82,1
0.39077,84.858,-166.91,184.86,1
0.77116,85.628,-166.66,184.9,1
0.55519,86.184,-166.15,184.95,1
0.77128,86.955,-169.89,184.99,1
0.39057,87.346,-169.39,185.03,1
