0	1725.8	102.73	33.069
4.0112	1729.9	102.73	33.111
0	1729.9	102.98	33.153
0	1729.9	102.98	33.194
0	1729.9	102.98	33.236
4.005	1733.9	102.98	33.278
0	1733.9	103.24	33.319
0	1733.9	103.24	33.361
0	1733.9	103.24	33.403
4.0112	1737.9	103.24	33.445
0	1737.9	103.49	33.486
0	1737.9	103.49	33.528
0	1737.9	103.49	33.57
4.005	1741.9	103.49	33.611
0	1741.9	103.74	33.653
0	1741.9	103.74	33.695
4.005	1745.9	103.74	33.736
0	1745.9	104	33.778
0	1745.9	104	33.82
4.111	1750	104	33.862
0	1750	104.25	33.903
4.0112	1754	104.25	33.945
5.7385	1759.7	108.24	33.987
4.0112	1763.8	104.5	34.028
0	1763.8	108.5	34.07
4.005	1767.8	108.5	34.112
0	1767.8	108.75	34.153
4.0112	1771.8	108.75	34.195
0	1771.8	109	34.237
0	1771.8	109	34.279
4.005	1775.8	109	34.32
0	1775.8	109.26	34.362
0	1775.8	109.26	34.404
4.005	1779.8	109.26	34.445
0	1779.8	109.51	34.487
4.0112	1783.8	109.51	34.529
0	1783.8	109.76	34.57
4.005	1787.8	109.76	34.612
0	1787.8	110.02	34.654
0	1787.8	110.02	34.696
4.005	1791.8	110.02	34.737
0	1791.8	110.27	34.779
4.0112	1795.8	110.27	34.821
0	1795.8	110.52	34.862
4.005	1799.8	110.52	34.904
0	1799.8	110.78	34.946
4.1049	1803.9	110.78	34.987
0	1803.9	111.03	35.029
4.0112	1807.9	111.03	35.071
0	1807.9	111.28	35.113
4.005	1811.9	111.28	35.154
4.0112	1816	111.53	35.196
5.7385	1821.7	115.53	35.238
0	1821.7	111.79	35.279
4.0112	1825.7	111.79	35.321
4.0112	1829.7	112.04	35.363
4.005	1833.7	116.03	35.405
0	1833.7	116.29	35.446
4.005	1837.7	116.29	35.488
0	1837.7	116.54	35.53
4.111	1841.8	116.54	35.571
0	1841.8	116.79	35.613
4.005	1845.8	116.79	35.655
4.005	1849.8	117.04	35.696
0	1849.8	117.3	35.738
4.005	1853.8	117.3	35.78
0	1853.8	117.55	35.822
4.0112	1857.9	117.55	35.863
0	1857.9	117.8	35.905
4.005	1861.9	117.8	35.947
0	1861.9	118.05	35.988
4.005	1865.9	118.05	36.03
4.005	1869.9	118.31	36.072
0	1869.9	118.56	36.113
4.0112	1873.9	118.56	36.155
0	1873.9	118.81	36.197
4.005	1877.9	118.81	36.239
0	1877.9	119.06	36.28
4.005	1881.9	119.06	36.322
4.1049	1886	119.32	36.364
0	1886	119.57	36.405
4.0112	1890	119.57	36.447
0	1890	119.82	36.489
4.005	1894	119.82	36.53
4.005	1898	120.07	36.572
0	1898	120.32	36.614
4.005	1902	120.32	36.656
0	1902	120.58	36.697
4.0112	1906	120.58	36.739
4.005	1910	120.83	36.781
0	1910	121.08	36.822
4.005	1914	121.08	36.864
0	1914	121.33	36.906
4.005	1918.1	121.33	36.947
4.1049	1922.2	121.58	36.989
0	1922.2	121.83	37.031
4.0112	1926.2	121.83	37.073
0	1926.2	122.09	37.114
4.005	1930.2	122.09	37.156
0	1930.2	122.34	37.198
4.005	1934.2	122.34	37.239
4.005	1938.2	122.59	37.281
0	1938.2	122.84	37.323
4.005	1942.2	122.84	37.364
0	1942.2	123.09	37.406
4.0112	1946.2	123.09	37.448
4.1049	1950.3	123.34	37.49
0	1950.3	123.59	37.531
4.005	1954.3	123.59	37.573
0	1954.3	123.84	37.615
4.005	1958.3	123.84	37.656
4.005	1962.3	124.1	37.698
0	1962.3	124.35	37.74
4.005	1966.3	124.35	37.781
0	1966.3	124.6	37.823
4.0112	1970.3	124.6	37.865
0	1970.3	124.85	37.907
4.1049	1974.4	124.85	37.948
4.005	1978.4	125.1	37.99
0	1978.4	125.35	38.032
4.005	1982.5	125.35	38.073
4.005	1986.5	125.6	38.115
0	1986.5	125.85	38.157
4.005	1990.5	125.85	38.198
0	1990.5	126.1	38.24
4.005	1994.5	126.1	38.282
4.1049	1998.6	126.35	38.324
0	1998.6	126.6	38.365
4.005	2002.6	126.6	38.407
0	2002.6	126.85	38.449
4.0112	2006.6	126.85	38.49
4.005	2010.6	127.1	38.532
0	2010.6	127.35	38.574
4.005	2014.6	127.35	38.616
0	2014.6	127.6	38.657
4.005	2018.6	127.6	38.699
4.1049	2022.7	127.85	38.741
0	2022.7	128.1	38.782
4.005	2026.7	128.1	38.824
0	2026.7	128.35	38.866
4.005	2030.7	128.35	38.907
4.005	2034.7	128.6	38.949
0	2034.7	128.85	38.991
4.005	2038.7	128.85	39.033
0	2038.7	129.1	39.074
5.6639	2044.4	129.1	39.116
4.005	2048.4	133.34	39.158
4.0112	2052.4	133.59	39.199
5.6639	2058.1	129.6	39.241
0	2058.1	133.84	39.283
4.005	2062.1	133.84	39.324
0	2062.1	134.09	39.366
4.005	2066.1	134.09	39.408
4.005	2070.1	134.34	39.45
0	2070.1	134.59	39.491
4.005	2074.1	134.59	39.533
4.1049	2078.2	134.83	39.575
0	2078.2	135.08	39.616
4.005	2082.2	135.08	39.658
0	2082.2	135.33	39.7
4.005	2086.2	135.33	39.741
4.005	2090.2	135.58	39.783
0	2090.2	135.83	39.825
4.1049	2094.3	135.83	39.867
0	2094.3	136.08	39.908
4.005	2098.3	136.08	39.95
4.005	2102.3	136.32	39.992
0	2102.3	136.57	40.033
4.005	2106.3	136.57	40.075
4.1049	2110.4	136.82	40.117
0	2110.4	137.07	40.158
4.005	2114.4	137.07	40.2
4.005	2118.4	137.32	40.242
8.01	2126.5	137.07	40.284
4.005	2130.5	137.56	40.325
4.1049	2134.6	137.81	40.367
4.0112	2138.6	138.06	40.409
5.7385	2144.3	142.05	40.45
3.9115	2148.2	138.31	40.492
4.1049	2152.3	142.3	40.534
4.005	2156.3	142.55	40.575
5.6639	2162	142.79	40.617
8.9554	2171	138.55	40.659
4.1049	2175.1	143.04	40.701
4.005	2179.1	143.29	40.742
0	2179.1	143.53	40.784
4.005	2183.1	143.53	40.826
4.005	2187.1	143.78	40.867
4.1012	2191.2	144.03	40.909
0	2191.2	144.27	40.951
4.005	2195.2	144.27	40.992
4.005	2199.2	144.52	41.034
0	2199.2	144.77	41.076
4.1049	2203.3	144.77	41.118
4.005	2207.3	145.01	41.159
4.005	2211.3	145.26	41.201
0	2211.3	145.51	41.243
4.1012	2215.4	145.51	41.284
4.005	2219.4	145.75	41.326
0	2219.4	146	41.368
4.005	2223.4	146	41.41
4.005	2227.4	146.24	41.451
4.1049	2231.5	146.49	41.493
0	2231.5	146.73	41.535
8.0056	2239.5	146.73	41.576
0	2239.5	147.22	41.618
4.1049	2243.6	147.22	41.66
4.005	2247.6	147.47	41.701
4.0012	2251.6	147.71	41.743
0	2251.6	147.96	41.785
4.1049	2255.7	147.96	41.827
4.005	2259.7	148.2	41.868
4.005	2263.8	148.45	41.91
4.1012	2267.9	148.69	41.952
0	2267.9	148.94	41.993
4.005	2271.9	148.94	42.035
4.1049	2276	149.18	42.077
4.0012	2280	149.42	42.118
4.005	2284	149.67	42.16
4.1049	2288.1	149.91	42.202
0	2288.1	150.15	42.244
4.0012	2292.1	150.15	42.285
4.005	2296.1	150.4	42.327
4.1049	2300.2	150.64	42.369
4.0012	2304.2	150.88	42.41
4.1049	2308.3	151.13	42.452
4.005	2312.3	151.37	42.494
0	2312.3	151.61	42.535
4.0012	2316.3	151.61	42.577
5.7385	2322	151.86	42.619
4.1012	2326.1	148.11	42.661
4.005	2330.1	148.35	42.702
4.0012	2334.1	148.59	42.744
4.1049	2338.3	148.83	42.786
4.005	2342.3	149.07	42.827
4.1012	2346.4	149.32	42.869
4.005	2350.4	149.56	42.911
4.0012	2354.4	149.8	42.952
4.1049	2358.5	150.04	42.994
4.0012	2362.5	150.28	43.036
4.1049	2366.6	150.52	43.078
0	2366.6	150.76	43.119
4.0012	2370.6	150.76	43.161
4.1049	2374.7	151	43.203
4.0012	2378.7	151.24	43.244
4.1049	2382.8	151.48	43.286
4.0012	2386.8	151.72	43.328
4.005	2390.8	151.96	43.369
4.1012	2394.9	152.2	43.411
4.0012	2398.9	152.44	43.453
4.1049	2403	152.68	43.495
4.0012	2407	152.92	43.536
4.1049	2411.1	153.16	43.578
4.0012	2415.1	153.4	43.62
5.8052	2420.9	153.64	43.661
4.1049	2425	149.89	43.703
4.0012	2429	150.12	43.745
4.1049	2433.1	150.36	43.786
4.0012	2437.1	150.6	43.828
