0	116.04	578.52	5.3795	1
3.9913	120.03	578.52	5.4212	1
4.0013	124.04	574.57	5.4629	1
4.01	128.05	570.63	5.5046	1
0	128.05	566.69	5.5463	1
3.9913	132.04	566.69	5.588	1
4.0013	136.04	562.75	5.6297	1
0	136.04	558.8	5.6714	1
4.0013	140.04	558.8	5.7131	1
4	144.04	554.86	5.7548	1
0	144.04	550.93	5.7965	1
4.0013	148.04	550.93	5.8382	1
4.0013	152.04	546.99	5.8799	1
0	152.04	543.05	5.9216	1
3.9913	156.03	543.05	5.9633	1
4.01	160.04	539.11	6.005	1
0	160.04	535.18	6.0467	1
4.0013	164.04	535.18	6.0884	1
3.9913	168.04	531.24	6.1301	1
0	168.04	527.31	6.1718	1
4.0013	172.04	527.31	6.2135	1
4.01	176.05	523.38	6.2552	1
0	176.05	519.44	6.2969	1
3.9913	180.04	519.44	6.3386	1
4.0013	184.04	515.51	6.3803	1
0	184.04	511.58	6.422	1
5.6467	189.69	511.58	6.4637	1
4.01	193.7	508.43	6.5054	1
0	193.7	504.51	6.5471	1
3.9913	197.69	504.51	6.5888	1
4.0013	201.69	500.59	6.6305	1
0	201.69	496.67	6.6722	1
4.0013	205.69	496.67	6.7139	1
4	209.69	492.75	6.7556	1
0	209.69	488.83	6.7973	1
4.0013	213.69	488.83	6.839	1
4.0013	217.69	484.92	6.8807	1
3.9913	221.68	481.01	6.9224	1
0	221.68	477.09	6.9641	1
4.01	225.69	477.09	7.0058	1
4.0013	229.69	473.18	7.0475	1
0	229.69	469.27	7.0892	1
4.0013	233.7	469.27	7.1309	1
3.9913	237.69	465.37	7.1726	1
4.01	241.7	461.46	7.2143	1
0	241.7	457.56	7.256	1
4.0013	245.7	457.56	7.2977	1
3.9913	249.69	453.65	7.3394	1
0	249.69	449.75	7.3812	1
4.0013	253.69	449.75	7.4229	1
4.01	257.7	445.86	7.4646	1
0	257.7	441.96	7.5063	1
3.9913	261.69	441.96	7.548	1
4.0013	265.69	438.06	7.5897	1
4.0013	269.7	434.17	7.6314	1
0	269.7	430.28	7.6731	1
4	273.7	430.28	7.7148	1
4.0013	277.7	426.39	7.7565	1
0	277.7	422.5	7.7982	1
4.0013	281.7	422.5	7.8399	1
3.9913	285.69	418.62	7.8816	1
0	285.69	414.73	7.9233	1
4.01	289.7	414.73	7.965	1
4.0013	293.7	410.85	8.0067	1
3.9913	297.69	406.97	8.0484	1
0	297.69	403.1	8.0901	1
4.01	301.7	403.1	8.1318	1
4.0013	305.7	399.22	8.1735	1
0	305.7	395.35	8.2152	1
3.9913	309.69	395.35	8.2569	1
4.0013	313.7	391.48	8.2986	1
0	313.7	387.62	8.3403	1
5.6157	319.31	387.62	8.382	1
4.0013	323.31	382.73	8.4237	1
0	323.31	378.86	8.4654	1
4.0013	327.31	378.86	8.5071	1
3.9913	331.3	374.99	8.5488	1
0	331.3	371.13	8.5905	1
4.01	335.31	371.13	8.6322	1
4.0013	339.32	367.26	8.6739	1
0	339.32	363.4	8.7156	1
3.9913	343.31	363.4	8.7573	1
4.0013	347.31	359.55	8.799	1
0	347.31	355.69	8.8407	1
4.01	351.32	355.69	8.8824	1
0	351.32	351.84	8.9241	1
3.9913	355.31	351.84	8.9658	1
4.0013	359.31	348	9.0075	1
4.0013	363.31	344.16	9.0492	1
0	363.31	340.32	9.0909	1
4	367.31	340.32	9.1326	1
0	367.31	336.48	9.1743	1
4.0013	371.31	336.48	9.216	1
4.0013	375.32	332.65	9.2577	1
0	375.32	328.82	9.2994	1
4	379.32	328.82	9.3411	1
0	379.32	325	9.3828	1
4.0013	383.32	325	9.4245	1
4.0013	387.32	321.18	9.4662	1
0	387.32	317.36	9.5079	1
3.9913	391.31	317.36	9.5496	1
4.01	395.32	313.55	9.5913	1
4.0136	399.33	309.75	9.633	1
3.9913	403.32	308.53	9.6747	1
0	403.32	304.71	9.7164	1
4.0013	407.33	304.71	9.7581	1
4.0013	411.33	300.9	9.7998	1
0	411.33	297.1	9.8415	1
4	415.33	297.1	9.8832	1
0	415.33	293.3	9.9249	1
4.0013	419.33	293.3	9.9666	1
4.0013	423.33	289.5	10.008	1
0	423.33	285.71	10.05	1
3.9913	427.32	285.71	10.092	1
4.01	431.33	281.93	10.133	1
0	431.33	278.15	10.175	1
4.0013	435.33	278.15	10.217	1
0	435.33	274.38	10.259	1
3.9913	439.32	274.38	10.3	1
4.0013	443.32	270.61	10.342	1
0	443.32	266.85	10.384	1
4.01	447.33	266.85	10.425	1
3.9913	451.33	263.1	10.467	1
0	451.33	259.36	10.509	1
4.0013	455.33	259.36	10.55	1
4.0136	459.34	255.62	10.592	1
4	463.34	254.21	10.634	1
4.0013	467.34	250.46	10.676	1
0	467.34	246.72	10.717	1
4.0013	471.34	246.72	10.759	1
3.9913	475.33	242.99	10.801	1
0	475.33	239.26	10.842	1
4.01	479.34	239.26	10.884	1
0	479.34	235.55	10.926	1
4.0013	483.35	235.55	10.967	1
3.9913	487.34	231.84	11.009	1
0	487.34	228.15	11.051	1
4.0013	491.34	228.15	11.093	1
4.01	495.35	224.46	11.134	1
0	495.35	220.79	11.176	1
3.9913	499.34	220.79	11.218	1
4.0013	503.34	217.12	11.259	1
0	503.34	213.47	11.301	1
4.0013	507.34	213.47	11.343	1
0	507.34	209.84	11.384	1
4	511.34	209.84	11.426	1
4.0013	515.34	206.21	11.468	1
4.0128	519.36	202.6	11.51	1
4.0013	523.36	200.9	11.551	1
0	523.36	197.27	11.593	1
4.01	527.37	197.27	11.635	1
3.9913	531.36	193.66	11.676	1
0	531.36	190.06	11.718	1
4.0013	535.36	190.06	11.76	1
4.0013	539.36	186.48	11.802	1
0	539.36	182.92	11.843	1
4.01	543.37	182.92	11.885	1
3.9913	547.36	179.37	11.927	1
0	547.36	175.85	11.968	1
4.0013	551.36	175.85	12.01	1
4.0013	555.36	172.35	12.052	1
0	555.36	168.86	12.093	1
4	559.36	168.86	12.135	1
0	559.36	165.41	12.177	1
4.0013	563.37	165.41	12.219	1
4.0013	567.37	161.97	12.26	1
0	567.37	158.57	12.302	1
5.6157	572.98	158.57	12.344	1
0	572.98	153.06	12.385	1
3.9913	576.97	153.06	12.427	1
4.0013	580.98	149.66	12.469	1
0	580.98	146.3	12.51	1
4.0013	584.98	146.3	12.552	1
0	584.98	142.97	12.594	1
4	588.98	142.97	12.636	1
4.0013	592.98	139.67	12.677	1
0	592.98	136.41	12.719	1
4.0013	596.98	136.41	12.761	1
3.9913	600.97	133.19	12.802	1
0	600.97	130.01	12.844	1
4.01	604.98	130.01	12.886	1
4.0013	608.98	126.88	12.927	1
4.0128	612.99	123.8	12.969	1
4.0013	617	121.26	13.011	1
0	617	118.17	13.053	1
4.01	621.01	118.17	13.094	1
3.9913	625	115.13	13.136	1
0	625	112.16	13.178	1
4.0013	629	112.16	13.219	1
4.0013	633	109.25	13.261	1
0	633	106.41	13.303	1
5.6157	638.62	106.41	13.344	1
4.0013	642.62	100.76	13.386	1
0	642.62	97.999	13.428	1
3.9913	646.61	97.999	13.47	1
4.0013	650.61	95.33	13.511	1
0	650.61	92.756	13.553	1
4.01	654.62	92.756	13.595	1
3.9913	658.61	90.287	13.636	1
0	658.61	87.93	13.678	1
4.0013	662.61	87.93	13.72	1
4.0013	666.61	85.696	13.761	1
4	670.61	83.593	13.803	1
0	670.61	81.632	13.845	1
4.0013	674.61	81.632	13.887	1
4.0136	678.63	79.823	13.928	1
3.9913	682.62	76.236	13.97	1
4.01	686.63	74.511	14.012	1
0	686.63	72.965	14.053	1
4.0013	690.63	72.965	14.095	1
3.9913	694.62	71.609	14.137	1
0	694.62	70.455	14.178	1
4.0013	698.62	70.455	14.22	1
4.01	702.63	69.512	14.262	1
3.9913	706.62	68.789	14.304	1
4.0136	710.64	68.292	14.345	1
4.0013	714.64	64.312	14.387	1
0	714.64	64.031	14.429	1
4	718.64	64.031	14.47	1
4.0013	722.64	64	14.512	1
0	722.64	64.218	14.554	1
3.9414	726.58	64.218	14.595	1
3.9503	730.53	64.544	14.637	1
4.0128	734.55	64.869	14.679	1
3.9503	738.5	60.883	14.721	1
5.6209	744.12	61.209	14.762	1
4.0128	748.13	65.522	14.804	1
3.9603	752.09	61.535	14.846	1
0	752.09	61.861	14.887	1
3.9603	756.05	61.861	14.929	1
3.9514	760	62.188	14.971	1
0	760	62.514	15.013	1
3.9603	763.96	62.514	15.054	1
4.0128	767.97	62.841	15.096	1
3.9702	771.94	58.855	15.138	-1
0	771.94	59.182	15.179	-1
3.9514	775.9	59.182	15.221	-1
0	775.9	59.509	15.263	-1
3.9702	779.87	59.509	15.304	-1
3.9614	783.83	59.836	15.346	-1
0	783.83	60.163	15.388	1
3.9702	787.8	60.163	15.43	1
4.0128	791.81	60.49	15.471	1
5.6273	797.44	56.504	15.513	-1
4.0136	801.45	60.818	15.555	1
3.9702	805.42	56.831	15.596	-1
0	805.42	57.159	15.638	-1
3.9713	809.39	57.159	15.68	-1
0	809.39	57.486	15.721	-1
3.9702	813.36	57.486	15.763	-1
0	813.36	57.814	15.805	-1
3.9713	817.33	57.814	15.847	-1
0	817.33	58.142	15.888	-1
5.6004	822.93	58.142	15.93	-1
0	822.93	54.483	15.972	-1
3.9713	826.91	54.483	16.013	-1
0	826.91	54.811	16.055	-1
3.9802	830.89	54.811	16.097	-1
0	830.89	55.14	16.138	-1
3.9813	834.87	55.14	16.18	-1
0	834.87	55.468	16.222	-1
3.9802	838.85	55.468	16.264	-1
0	838.85	55.796	16.305	-1
3.9813	842.83	55.796	16.347	-1
0	842.83	56.124	16.389	-1
3.9901	846.82	56.124	16.43	-1
4.0136	850.83	56.452	16.472	-1
3.9813	854.81	52.466	16.514	-1
0	854.81	52.794	16.555	-1
4.0112	858.83	52.794	16.597	-1
0	858.83	53.123	16.639	-1
3.9205	862.75	53.123	16.681	-1
0	862.75	53.451	16.722	-1
0	862.75	53.451	16.764	-1
