4.111	1184.8	32.51	39.658	-1
0	1184.8	32.83	39.7	-1
4.1049	1188.9	32.83	39.741	-1
4.0112	1192.9	33.151	39.783	-1
4.111	1197	29.163	39.825	-1
0	1197	29.483	39.867	-1
4.1049	1201.1	29.483	39.908	-1
0	1201.1	29.803	39.95	-1
4.005	1205.1	29.803	39.992	-1
4.111	1209.3	30.122	40.033	-1
4.0112	1213.3	30.442	40.075	-1
4.1049	1217.4	26.454	40.117	-1
0	1217.4	26.773	40.158	-1
4.1049	1221.5	26.773	40.2	-1
0	1221.5	27.092	40.242	-1
4.111	1225.6	27.092	40.284	-1
4.005	1229.6	27.41	40.325	-1
0	1229.6	27.728	40.367	-1
4.1049	1233.7	27.728	40.409	-1
4.0112	1237.7	28.046	40.45	-1
5.6639	1243.4	24.059	40.492	-1
3.9115	1247.3	28.364	40.534	-1
4.1049	1251.4	24.376	40.575	-1
0	1251.4	24.694	40.617	-1
4.1049	1255.5	24.694	40.659	-1
4.1049	1259.6	25.011	40.701	-1
0	1259.6	25.327	40.742	-1
4.005	1263.6	25.327	40.784	-1
4.02	1267.6	25.644	40.826	-1
4.1049	1271.7	21.656	40.867	-1
0	1271.7	21.972	40.909	-1
4.0112	1275.7	21.972	40.951	-1
0	1275.7	22.288	40.992	-1
4.1049	1279.8	22.288	41.034	-1
4.1049	1283.9	22.603	41.076	-1
0	1283.9	22.919	41.118	-1
4.1049	1288.1	22.919	41.159	-1
0	1288.1	23.233	41.201	-1
4.1049	1292.2	23.233	41.243	-1
4.0112	1296.2	23.548	41.284	-1
4.1049	1300.3	19.56	41.326	-1
0	1300.3	19.874	41.368	-1
4.1049	1304.4	19.874	41.41	-1
0	1304.4	20.188	41.451	-1
4.1049	1308.5	20.188	41.493	-1
0	1308.5	20.502	41.535	-1
4.1049	1312.6	20.502	41.576	-1
0	1312.6	20.815	41.618	-1
4.1049	1316.7	20.815	41.66	-1
4.0112	1320.7	21.128	41.701	-1
4.1049	1324.8	17.14	41.743	-1
0	1324.8	17.453	41.785	-1
4.1049	1328.9	17.453	41.827	-1
4.1049	1333	17.765	41.868	-1
0	1333	18.077	41.91	-1
0	1333	18.077	41.952	-1
4.1049	1337.1	18.077	41.993	-1
4.1049	1341.2	18.389	42.035	-1
0	1341.2	18.7	42.077	-1
4.1049	1345.3	18.7	42.118	-1
0	1345.3	19.011	42.16	-1
4.1049	1349.4	19.011	42.202	-1
4.0112	1353.5	19.321	42.244	-1
4.1012	1357.6	15.333	42.285	-1
0	1357.6	15.644	42.327	-1
4.1049	1361.7	15.644	42.369	-1
0	1361.7	15.953	42.41	-1
4.1049	1365.8	15.953	42.452	-1
0	1365.8	16.263	42.494	-1
4.1049	1369.9	16.263	42.535	-1
0	1369.9	16.572	42.577	-1
4.1049	1374	16.572	42.619	-1
0	1374	16.881	42.661	-1
4.1012	1378.1	16.881	42.702	-1
0	1378.1	17.189	42.744	-1
4.2048	1382.3	17.189	42.786	-1
0	1382.3	17.497	42.827	-1
4.1049	1386.4	17.497	42.869	-1
0	1386.4	17.805	42.911	-1
4.1049	1390.5	17.805	42.952	-1
0	1390.5	18.112	42.994	-1
4.1012	1394.6	18.112	43.036	-1
4.1049	1398.7	18.419	43.078	-1
0	1398.7	18.726	43.119	-1
4.1049	1402.8	18.726	43.161	-1
4.0112	1406.8	19.032	43.203	-1
4.1012	1410.9	15.043	43.244	-1
0	1410.9	15.349	43.286	-1
4.2048	1415.1	15.349	43.328	-1
0	1415.1	15.655	43.369	-1
4.1012	1419.2	15.655	43.411	-1
0	1419.2	15.96	43.453	-1
4.1049	1423.3	15.96	43.495	-1
4.1049	1427.4	16.264	43.536	-1
0	1427.4	16.568	43.578	-1
4.1012	1431.5	16.568	43.62	-1
0	1431.5	16.872	43.661	-1
4.1049	1435.6	16.872	43.703	-1
0	1435.6	17.176	43.745	-1
4.2012	1439.8	17.176	43.786	-1
4.1049	1443.9	17.479	43.828	-1
