0.77991,0.77991,-737.06,119.89,2
0.38919,1.1691,-729.26,119.93,2
0.77893,1.948,-725.35,119.97,2
0.77991,2.728,-717.55,120.02,2
0.77893,3.5069,-709.76,120.06,2
0.38919,3.8961,-701.97,120.1,2
0.77991,4.676,-698.07,120.14,2
0.87126,5.5473,-690.29,120.18,2
0.77991,6.3271,-683.46,120.23,2
0.38981,6.7169,-675.69,120.27,2
0.77893,7.4959,-671.81,120.31,2
0.77936,8.2752,-664.06,120.35,2
0.38981,8.665,-656.31,120.39,2
0.77893,9.444,-652.43,120.43,2
0.77991,10.224,-644.69,120.48,2
0.77893,11.003,-636.96,120.52,2
0.39017,11.393,-629.23,120.56,2
0.77893,12.172,-625.37,120.6,2
0.87126,13.044,-617.66,120.64,2
0.38981,13.433,-611.03,120.68,2
0.77936,14.213,-607.19,120.73,2
0.77893,14.991,-599.51,120.77,2
0.39077,15.382,-591.83,120.81,2
0.77893,16.161,-588,120.85,2
0.77991,16.941,-580.33,120.89,2
0.38919,17.33,-572.68,120.93,2
0.77893,18.109,-568.86,120.98,2
0.77991,18.889,-561.22,121.02,2
0.77893,19.668,-553.59,121.06,2
0.55467,20.222,-545.97,121.1,2
0.77991,21.003,-543.42,121.14,2
0.77893,21.781,-535.84,121.18,2
0.77991,22.561,-528.27,121.23,2
0.38981,22.951,-520.71,121.27,2
0.77893,23.731,-516.94,121.31,2
0.77936,24.51,-509.4,121.35,2
0.38981,24.9,-501.87,121.39,2
0.77991,25.679,-498.12,121.43,2
0.77893,26.458,-490.62,121.48,2
0.55467,27.013,-483.13,121.52,2
0.77893,27.792,-480.85,121.56,2
0.77991,28.571,-473.41,121.6,2
0.77893,29.351,-465.99,121.64,2
0.39017,29.74,-458.6,121.68,2
0.77893,30.52,-454.9,121.73,2
0.38981,30.909,-447.54,121.77,2
0.77991,31.69,-443.86,121.81,2
0.77893,32.468,-436.53,121.85,2
0.55467,33.022,-429.22,121.89,2
0.77991,33.803,-427.24,121.93,2
0.77893,34.582,-420,121.98,2
0.38981,34.972,-412.79,122.02,2
0.77936,35.751,-409.19,122.06,2
0.77893,36.53,-402.02,122.1,2
0.39077,36.92,-394.88,122.14,2
0.77893,37.7,-391.33,122.19,2
0.38919,38.089,-384.24,122.23,2
0.77991,38.869,-380.71,122.27,2
0.87126,39.74,-373.68,122.31,2
0.38981,40.13,-368.67,122.35,2
0.77936,40.91,-365.21,122.39,2
0.77893,41.688,-358.32,122.44,2
0.38981,42.078,-351.48,122.48,2
0.77991,42.858,-348.08,122.52,2
0.38919,43.247,-341.31,122.56,2
0.77991,44.027,-337.95,122.6,2
0.87126,44.898,-331.27,122.64,2
0.77893,45.677,-326.93,122.69,2
0.38981,46.067,-320.41,122.73,2
0.77936,46.846,-317.18,122.77,2
0.38981,47.236,-310.77,122.81,2
0.77991,48.016,-307.6,122.85,2
0.77893,48.795,-301.3,122.89,2
0.38919,49.184,-295.09,122.94,2
0.87126,50.055,-292.02,122.98,2
0.39077,50.446,-288.59,123.02,2
0.77893,51.225,-285.62,123.06,2
0.77936,52.005,-279.74,123.1,2
0.38981,52.394,-273.98,123.14,2
0.77893,53.173,-271.14,123.19,2
0.39017,53.563,-265.55,123.23,2
0.77893,54.342,-262.8,123.27,2
0.77991,55.122,-257.4,123.31,2
0.38981,55.512,-252.14,123.35,2
0.87126,56.383,-249.57,123.39,2
0.38919,56.772,-247.68,123.44,2
0.77991,57.552,-245.26,123.48,2
0.38919,57.942,-240.53,123.52,2
0.77893,58.721,-238.23,123.56,2
0.77991,59.5,-233.78,123.6,2
0.38981,59.89,-229.51,123.64,2
0.77991,60.67,-227.45,123.69,2
0.38919,61.059,-223.5,123.73,2
0.77893,61.838,-221.6,123.77,2
0.54822,62.387,-217.98,123.81,2
0.77936,63.166,-219.89,123.85,2
0.38981,63.556,-216.68,123.89,2
0.77893,64.334,-215.17,123.94,2
0.39017,64.725,-212.35,123.98,2
0.77893,65.503,-211.03,124.02,2
0.38981,65.893,-208.61,124.06,2
0.77991,66.673,-207.51,124.1,2
0.77893,67.453,-205.51,124.15,2
0.39017,67.842,-203.81,124.19,2
0.77893,68.622,-203.07,124.23,2
0.38919,69.01,-201.83,124.27,2
0.77991,69.791,-201.32,124.31,2
0.38981,70.18,-200.55,124.35,2
0.77504,70.955,-200.28,124.4,2
0.38883,71.345,-199.78,124.44,2
0.86767,72.212,-199.54,124.48,2
0.38786,72.599,-203.04,124.52,2
0.77602,73.376,-202.79,124.56,2
0.38786,73.764,-202.3,124.6,2
0.77602,74.54,-202.05,124.65,2
0.77602,75.315,-201.56,124.69,2
0.38786,75.703,-201.07,124.73,2
0.77602,76.48,-200.82,124.77,2
0.38883,76.868,-200.32,124.81,2
0.77893,77.648,-200.08,124.85,2
0.38106,78.029,-199.58,124.9,2
0.78088,78.809,-199.34,124.94,2
0.39077,79.2,-198.84,124.98,2
0.77116,79.971,-198.59,125.02,2
0.39077,80.362,-198.1,125.06,2
0.77116,81.133,-197.85,125.1,2
0.39077,81.524,-197.35,125.15,2
0.86857,82.392,-197.11,125.19,2
0.39077,82.784,-200.6,125.23,2
0.77116,83.554,-200.35,125.27,2
0.39077,83.945,-199.86,125.31,2
0.78088,84.726,-199.61,125.35,2
0.38106,85.107,-199.11,125.4,2
0.39017,85.497,-198.86,125.44,2
0.78155,86.279,-198.61,125.48,2
0.77116,87.05,-198.12,125.52,2
0.39077,87.44,-197.62,125.56,2
0.78088,88.222,-197.37,125.6,2
0.38106,88.603,-196.87,125.65,2
0.86857,89.472,-196.62,125.69,2
0.39077,89.862,-200.12,125.73,2
0.78088,90.642,-199.87,125.77,2
0.38106,91.024,-199.37,125.81,2
0.39017,91.414,-199.12,125.85,2
0.78155,92.195,-198.87,125.9,2
0.77116,92.967,-198.37,125.94,2
0.39077,93.358,-197.87,125.98,2
0.78088,94.139,-197.62,126.02,2
0.54529,94.683,-197.12,126.06,2
0.78088,95.465,-200.86,126.11,2
0.38106,95.846,-200.36,126.15,2
0.39017,96.235,-200.11,126.19,2
0.78155,97.018,-199.86,126.23,2
0.39017,97.407,-199.36,126.27,2
0.77184,98.18,-199.11,126.31,2
0.39017,98.57,-198.61,126.36,2
0.39077,98.959,-198.36,126.4,2
0.78088,102.16,-200.6,126.61,2
0.38106,102.54,-200.1,126.65,2
0.78088,103.32,-199.85,126.69,2
