4.005	4.005	678.87	28.774	1
4.0013	8.0063	674.88	28.816	1
0	8.0063	670.89	28.857	1
3.995	12.001	670.89	28.899	1
4.0013	16.003	666.89	28.941	1
3.995	19.998	662.9	28.982	1
0	19.998	658.91	29.024	1
4.0112	24.009	658.91	29.066	1
3.995	28.004	654.92	29.108	1
4.0013	32.005	650.93	29.149	1
0	32.005	646.94	29.191	1
3.995	36	646.94	29.233	1
4.0013	40.001	642.95	29.274	1
0	40.001	638.95	29.316	1
5.7011	45.702	638.95	29.358	1
4.0013	49.704	634.71	29.399	1
3.995	53.699	630.71	29.441	1
0	53.699	626.72	29.483	1
4.0013	57.7	626.72	29.525	1
4.005	61.705	622.73	29.566	1
4.0013	65.706	618.74	29.608	1
0	65.706	614.74	29.65	1
3.995	69.701	614.74	29.691	1
4.0013	73.702	610.75	29.733	1
3.995	77.697	606.76	29.775	1
0	77.697	602.77	29.817	1
4.0112	81.709	602.77	29.858	1
3.995	85.704	598.78	29.9	1
0	85.704	594.79	29.942	1
4.0013	89.705	594.79	29.983	1
3.995	93.7	590.79	30.025	1
0	93.7	586.8	30.067	1
4.0013	97.701	586.8	30.108	1
4.005	101.71	582.81	30.15	1
4.0013	105.71	578.82	30.192	1
5.6274	111.33	574.83	30.234	1
0	111.33	570.58	30.275	1
3.995	115.33	570.58	30.317	1
4.0112	119.34	566.59	30.359	1
0	119.34	562.6	30.4	1
3.995	123.34	562.6	30.442	1
4.0013	127.34	558.6	30.484	1
3.995	131.33	554.61	30.525	1
0	131.33	550.62	30.567	1
4.0013	135.33	550.62	30.609	1
4.005	139.34	546.63	30.651	1
4.0013	143.34	542.64	30.692	1
0	143.34	538.64	30.734	1
3.995	147.33	538.64	30.776	1
4.0013	151.34	534.65	30.817	1
0	151.34	530.66	30.859	1
4.005	155.34	530.66	30.901	1
5.6274	160.97	526.67	30.942	1
3.995	164.96	522.43	30.984	1
0	164.96	518.43	31.026	1
4.0013	168.96	518.43	31.068	1
3.995	172.96	514.44	31.109	1
4.0112	176.97	510.45	31.151	1
0	176.97	506.46	31.193	1
3.995	180.97	506.46	31.234	1
4.0013	184.97	502.46	31.276	1
3.995	188.96	498.47	31.318	1
0	188.96	494.48	31.359	1
4.0112	192.97	494.48	31.401	1
3.995	196.97	490.49	31.443	1
0	196.97	486.49	31.485	1
4.0013	200.97	486.49	31.526	1
3.995	204.96	482.5	31.568	1
0	204.96	478.51	31.61	1
4.0013	208.97	478.51	31.651	1
4.005	212.97	474.52	31.693	1
4.0013	216.97	470.53	31.735	1
4.0078	220.98	466.54	31.776	1
3.995	224.98	466.29	31.818	1
4.0013	228.98	462.29	31.86	1
4.005	232.98	458.3	31.902	1
0	232.98	454.31	31.943	1
4.0013	236.98	454.31	31.985	1
3.995	240.98	450.32	32.027	1
0	240.98	446.32	32.068	1
4.0013	244.98	446.32	32.11	1
3.995	248.97	442.33	32.152	1
4.0112	252.99	438.34	32.193	1
0	252.99	434.35	32.235	1
3.995	256.98	434.35	32.277	1
4.0013	260.98	430.35	32.319	1
4.0013	264.98	426.36	32.36	1
0	264.98	422.37	32.402	1
3.995	268.98	422.37	32.444	1
4.0112	272.99	418.38	32.485	1
0	272.99	414.39	32.527	1
3.995	276.98	414.39	32.569	1
5.6274	282.61	410.4	32.611	1
3.995	286.61	406.16	32.652	1
0	286.61	402.16	32.694	1
4.0112	290.62	402.16	32.736	1
3.995	294.61	398.17	32.777	1
0	294.61	394.18	32.819	1
4.0013	298.61	394.18	32.861	1
3.995	302.61	390.18	32.902	1
4.0013	306.61	386.19	32.944	1
0	306.61	382.2	32.986	1
4.005	310.62	382.2	33.028	1
4.0013	314.62	378.21	33.069	1
0	314.62	374.21	33.111	1
3.995	318.61	374.21	33.153	1
4.0013	322.61	370.22	33.194	1
0	322.61	366.23	33.236	1
