5.6274	564.4	-165.53	23.269	-1
0	564.4	-161.65	23.311	-1
3.995	568.39	-161.65	23.353	-1
0	568.39	-157.65	23.394	-1
4.0013	572.4	-157.65	23.436	-1
0	572.4	-153.66	23.478	-1
5.6936	578.09	-153.66	23.52	-1
0	578.09	-149.9	23.561	-1
4.0013	582.09	-149.9	23.603	-1
4.005	586.1	-145.91	23.645	-1
0	586.1	-141.92	23.686	-1
4.0013	590.1	-141.92	23.728	-1
3.995	594.09	-137.94	23.77	-1
4.0078	598.1	-133.95	23.812	-1
4.0013	602.1	-134.33	23.853	-1
0	602.1	-130.36	23.895	-1
5.6936	607.8	-130.36	23.937	-1
5.7055	613.5	-126.92	23.978	-1
4.0072	617.51	-122.42	24.02	-1
3.995	621.5	-122.97	24.062	-1
0	621.5	-119.02	24.103	-1
4.0112	625.51	-119.02	24.145	-1
3.995	629.51	-115.07	24.187	-1
0	629.51	-111.13	24.229	-1
5.6274	635.14	-111.13	24.27	-1
5.6238	640.76	-107.97	24.312	-1
4.0078	644.77	-103.25	24.354	-1
4.0013	648.77	-104.06	24.395	-1
0	648.77	-100.16	24.437	-1
3.995	652.76	-100.16	24.479	-1
4.005	656.77	-96.275	24.52	-1
3.9074	660.68	-92.395	24.562	-1
3.995	664.67	-93.469	24.604	-1
4.005	668.68	-89.646	24.646	-1
0	668.68	-85.839	24.687	-1
4.0013	672.68	-85.839	24.729	-1
3.995	676.67	-82.051	24.771	-1
0	676.67	-78.284	24.812	-1
4.0013	680.67	-78.284	24.854	-1
4.005	684.68	-74.541	24.896	-1
0	684.68	-70.827	24.937	-1
4.0013	688.68	-70.827	24.979	-1
3.995	692.68	-67.145	25.021	-1
4.0078	696.68	-63.501	25.063	-1
4.0013	700.68	-65.299	25.104	-1
3.995	704.68	-61.806	25.146	-1
0	704.68	-58.378	25.188	-1
4.0013	708.68	-58.378	25.229	-1
4.005	712.69	-55.027	25.271	-1
0	712.69	-51.768	25.313	-1
4.0013	716.69	-51.768	25.354	-1
0	716.69	-48.621	25.396	-1
3.995	720.68	-48.621	25.438	-1
3.995	724.68	-45.607	25.48	-1
3.908	728.59	-42.755	25.521	-1
3.995	732.58	-45.733	25.563	-1
0	732.58	-43.261	25.605	-1
4.005	736.59	-43.261	25.646	-1
4.0013	740.59	-41.031	25.688	-1
0	740.59	-39.084	25.73	-1
3.995	744.58	-39.084	25.771	-1
4.0013	748.58	-37.464	25.813	-1
0	748.58	-36.215	25.855	-1
4.005	752.59	-36.215	25.897	-1
